screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,requesting_help,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users,disaster
Carolyn61016930,Carolyn Brewer,1.08E+18,1.15E+18,/Carolyn61016930/status/1149715707439046657,7/12/19 16:22,1562948559,"Speed up Barry!  We need you to move in and out quickly. From Baton Rouge (Walker area), Louisiana. People here can’t survive another flood event!!  @realDonaldTrump @POTUS @OANN",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Speed up Barry!  We <strong>need</strong> you to move in and out quickly. From Baton Rouge (Walker area), <strong>Louisiana</strong>. People here can’t survive another <strong>flood</strong> event!!  <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25073877"" dir=""ltr"" href=""/realDonaldTrump""><s>@</s><b>realDonaldTrump</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""822215679726100480"" dir=""ltr"" href=""/POTUS""><s>@</s><b>POTUS</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1209936918"" dir=""ltr"" href=""/OANN""><s>@</s><b>OANN</b></a></p>",[],[],FALSE,[],,0,0,1,TRUE,FALSE,,[],floods
italianmom555,Sandra,8.07E+17,1.15E+18,/italianmom555/status/1149701514807533568,7/12/19 15:26,1562945176,Mr.President u r a builder. We need Louisiana protected from huge storms like this and the flooding that happens. Please come up with a Concrete Plan to design a barrier that can keep the floods away. Our people in this state need relief from disasters like this in the gulf.,1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mr.President u r a builder. We <strong>need</strong> <strong>Louisiana</strong> protected from huge storms like this and the flooding that happens. Please come up with a Concrete Plan to design a barrier that can keep the <strong>floods</strong> away. Our people in this state <strong>need</strong> relief from disasters like this in the gulf.</p>",[],[],FALSE,[],,0,0,1,TRUE,TRUE,1.15E+18,"[{'screen_name': 'realDonaldTrump', 'user_id': '25073877'}, {'screen_name': 'DaveSchreiber3', 'user_id': '823238304183283712'}, {'screen_name': 'fema', 'user_id': '16669075'}]",floods
phillipkntsher,Phillipkntsher,1.04E+18,1.15E+18,/phillipkntsher/status/1149653156604727298,7/12/19 12:14,1562933646,"As a precaution, or as they say to save your own life, these warnings of that hurricane in the tropical advisories for those in the Mississippi Valley, in Louisiana, Rush preparations, where they say that you need to evacuate do so ,The rains and floods could be extreme thank you",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">As a precaution, or as they say to save your own life, these warnings of that hurricane in the tropical advisories for those in the Mississippi Valley, in <strong>Louisiana</strong>, Rush preparations, where they say that you <strong>need</strong> to evacuate do so ,The rains and <strong>floods</strong> could be extreme thank you</p>",[],[],FALSE,[],,4,1,0,FALSE,TRUE,1.15E+18,"[{'screen_name': 'NHC_Atlantic', 'user_id': '299798272'}, {'screen_name': 'fema', 'user_id': '16669075'}]",floods
legendarieone_,Februarie20th,233654551,1.15E+18,/legendarieone_/status/1149651023377526785,7/12/19 12:05,1562933138,Louisiana doesn’t need to flood again,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Louisiana</strong> doesn’t <strong>need</strong> to <strong>flood</strong> again</p>",[],[],FALSE,[],,1,0,0,FALSE,FALSE,,[],floods
The_BoogsterB,EL-LOCO 😜♊️,2902144152,1.15E+18,/The_BoogsterB/status/1149634939991670785,7/12/19 11:01,1562929303,"I just told someone Sunday that I need to learn how to swim soon cuz floods were coming, now look at Louisiana smh",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I just told someone Sunday that I <strong>need</strong> to learn how to swim soon cuz <strong>floods</strong> were coming, now look at <strong>Louisiana</strong> smh</p>",[],[],FALSE,[],,0,0,1,TRUE,FALSE,,[],floods
EddieeDaBosssss,EddieeDaBoss,9.73E+17,1.15E+18,/EddieeDaBosssss/status/1149547503789854723,7/12/19 5:14,1562908457,Need prayers for all national guard units that have to work the flood in Louisiana we have lives to but here to protect & serve including myself have to leave out,1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Need</strong> prayers for all national guard units that have to work the <strong>flood</strong> in <strong>Louisiana</strong> <img alt=""💙"" aria-label=""Emoji: Blue heart"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f499.png"" title=""Blue heart""/><img alt=""💪🏾"" aria-label=""Emoji: Flexed biceps (medium dark skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4aa-1f3fe.png"" title=""Flexed biceps (medium dark skin tone)""/>we have lives to but here to protect &amp; serve <img alt=""🙌🏽"" aria-label=""Emoji: Raising hands (medium skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64c-1f3fd.png"" title=""Raising hands (medium skin tone)""/><img alt=""😘"" aria-label=""Emoji: Face throwing a kiss"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f618.png"" title=""Face throwing a kiss""/>including myself have to leave out</p>",[],[],FALSE,[],,4,0,0,FALSE,FALSE,,[],floods
DeJannegie,Jannegie de Zwart,8.19E+17,1.15E+18,/DeJannegie/status/1149456479889453056,7/11/19 23:12,1562886755,"OMG not again. The people of Louisiana need to vote out the people that are running your State, they don't care about y'all, here we go again with another flood, they need to bring in some engineers to build a better levie.",1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">OMG not again. The people of <strong>Louisiana</strong> <strong>need</strong> to vote out the people that are running your State, they don't care about y'all, here we go again with another <strong>flood</strong>, they <strong>need</strong> to bring in some engineers to build a better levie.</p>",[],[],FALSE,[],,3,0,0,FALSE,TRUE,1.15E+18,"[{'screen_name': 'washingtonpost', 'user_id': '2467791'}]",floods
JennieAHolland,JesusTheOnlySaviour,3182288394,1.15E+18,/JennieAHolland/status/1149426538674155520,7/11/19 21:13,1562879616,"Louisiana Declares State of Emergency: 'We All Need to Take This Very, V... https://youtu.be/HmoyO3EspVA  via @YouTube Warning for areas + prayers needed now for people struggling in flood waters",1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Louisiana</strong> Declares State of Emergency: 'We All <strong>Need</strong> to Take This Very, V... <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/HmoyO3EspVA"" dir=""ltr"" href=""https://t.co/v81e0NNW93"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/HmoyO3EspVA""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/HmoyO3EspVA</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10228272"" dir=""ltr"" href=""/YouTube""><s>@</s><b>YouTube</b></a> Warning for areas + prayers needed now for people struggling in <strong>flood</strong> waters</p>",['https://youtu.be/HmoyO3EspVA'],[],FALSE,[],,0,0,0,FALSE,FALSE,,[],floods
sandfiddler1,sandfiddler,586939118,1.15E+18,/sandfiddler1/status/1149385455105978368,7/11/19 18:30,1562869821,Gov Cooper wants se North Carolina to be styled after Louisiana’flood building restrictions and planning. We need to be considered a flood plai https://twitter.com/NRDC/status/1148693869833412608 …,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Gov Cooper wants se North Carolina to be styled after <strong>Louisiana</strong>’<strong>flood</strong> building restrictions and planning. We <strong>need</strong> to be considered a <strong>flood</strong> plai <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/NRDC/status/1148693869833412608"" dir=""ltr"" href=""https://t.co/YXO32FofDs"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NRDC/status/1148693869833412608""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NRDC/status/11</span><span class=""invisible"">48693869833412608</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/NRDC/status/1148693869833412608'],[],FALSE,[],,0,0,0,FALSE,FALSE,,[],floods
kort_rob,Rob Kort,9.93E+17,1.15E+18,/kort_rob/status/1149373941435240448,7/11/19 17:44,1562867076,"Should a save that 5 million dollars to help with the flood victims that are going to need assistance in Louisiana, instead of wasting it on America's dictators parade on the 4th of July",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Should a save that 5 million dollars to help with the <strong>flood</strong> victims that are going to <strong>need</strong> assistance in <strong>Louisiana</strong>, instead of wasting it on America's dictators parade on the 4th of July</p>",[],[],FALSE,[],,2,0,0,FALSE,TRUE,1.15E+18,"[{'screen_name': 'CBSNews', 'user_id': '15012486'}]",floods
LikeIGot2Heads,Russman Van,7.46E+17,1.15E+18,/LikeIGot2Heads/status/1149365630627393537,7/11/19 17:11,1562865095,"Senator, we in Louisiana need protection on the level of what the Netherlands does in the form of flood protection",1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Senator, we in <strong>Louisiana</strong> <strong>need</strong> protection on the level of what the Netherlands does in the form of <strong>flood</strong> protection</p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.15E+18,"[{'screen_name': 'amyklobuchar', 'user_id': '33537967'}]",floods
kevint905,Kevin Tang,9.61E+17,1.15E+18,/kevint905/status/1149287735204687873,7/11/19 12:02,1562846523,"#Louisiana Declares #StateofEmergency: 'We All Need to Take This Very, Very Seriously' 

https://youtu.be/HmoyO3EspVA  via @YouTube
#flood #flooding",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Louisiana?src=hash""><s>#</s><b><strong>Louisiana</strong></b></a> Declares <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StateofEmergency?src=hash""><s>#</s><b>StateofEmergency</b></a>: 'We All <strong>Need</strong> to Take This Very, Very Seriously' 

<a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/HmoyO3EspVA"" dir=""ltr"" href=""https://t.co/fwkroUwsim"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/HmoyO3EspVA""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/HmoyO3EspVA</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10228272"" dir=""ltr"" href=""/YouTube""><s>@</s><b>YouTube</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/flood?src=hash""><s>#</s><b><strong>flood</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/flooding?src=hash""><s>#</s><b>flooding</b></a></p>",['https://youtu.be/HmoyO3EspVA'],"['Louisiana', 'StateofEmergency', 'flood', 'flooding']",FALSE,[],,0,1,0,FALSE,FALSE,,[],floods
thenolagirl,⚜ Tina ⚜,27074280,1.15E+18,/thenolagirl/status/1149281029234003968,7/11/19 11:35,1562844924,"Good morning beautiful people! To all my friends in SE Louisiana, please make sure you're stocked up on supplies, keep computers & phones charged & stay safe. Looks like Barry will be a slow moving, rain/ flood maker.  That is not something we need.  for us all! 
#NOLA #lawx",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Good morning beautiful people! To all my friends in SE <strong>Louisiana</strong>, please make sure you're stocked up on supplies, keep computers &amp; phones charged &amp; stay safe. Looks like Barry will be a slow moving, rain/ <strong>flood</strong> maker. <img alt=""😢"" aria-label=""Emoji: Crying face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f622.png"" title=""Crying face""/> That is not something we <strong>need</strong>. <img alt=""🙏"" aria-label=""Emoji: Folded hands"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" title=""Folded hands""/> for us all! 
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NOLA?src=hash""><s>#</s><b>NOLA</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lawx?src=hash""><s>#</s><b>lawx</b></a></p>",[],"['NOLA', 'lawx']",FALSE,[],,27,3,5,TRUE,FALSE,,[],floods
Bahlonee,Anton Lavelle,19835975,1.15E+18,/Bahlonee/status/1149273979380781056,7/11/19 11:07,1562843243,Hi Hot-ness. It mystifies me why anyone would live in southern Louisiana ..Don’t need hurricanes to get flooded ..  Constant floods,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi Hot-ness. It mystifies me why anyone would live in southern <strong>Louisiana</strong> ..Don’t <strong>need</strong> hurricanes to get flooded ..  Constant <strong>floods</strong></p>",[],[],FALSE,[],,0,0,0,FALSE,TRUE,1.15E+18,"[{'screen_name': 'JenCarfagno', 'user_id': '34903365'}]",floods
John_Beckham14,Todd B,9.89E+17,1.15E+18,/John_Beckham14/status/1149272584447508480,7/11/19 11:01,1562842911,Louisiana is going to cease to exist if something isn't done about Climate change. They are right at the ocean and the sea levels have gone up meaning that Louisiana will flood worse than Hurricane Katrina. Protections need to be put in place! You don't just say it's nothing!,1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Louisiana</strong> is going to cease to exist if something isn't done about Climate change. They are right at the ocean and the sea levels have gone up meaning that <strong>Louisiana</strong> will <strong>flood</strong> worse than Hurricane Katrina. Protections <strong>need</strong> to be put in place! You don't just say it's nothing!</p>",[],[],FALSE,[],,1,0,1,TRUE,TRUE,1.15E+18,"[{'screen_name': 'NBCNews', 'user_id': '14173315'}]",floods
johnhhaskell,Tintin au Pays des Soviets,169931230,1.15E+18,/johnhhaskell/status/1149179565027315712,7/11/19 4:52,1562820733,"if your driver's license says ""Louisiana"" on it, you need to have flood insurance",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">if your driver's license says ""<strong>Louisiana</strong>"" on it, you <strong>need</strong> to have <strong>flood</strong> insurance</p>",[],[],FALSE,[],,3,0,0,FALSE,TRUE,1.15E+18,"[{'screen_name': 'SPW_NOLA', 'user_id': '25171494'}, {'screen_name': 'BTrusty504ever', 'user_id': '132220466'}]",floods
tom__rusty,Thomas Strebeck,3244247054,1.15E+18,/tom__rusty/status/1149172500196024325,7/11/19 4:24,1562819049,I’m gone for a month and South Louisiana up and floods. We need to work on the drains and our levees. https://twitter.com/Tony_RichBxtch/status/1148985774920126464 …,1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">I’m gone for a month and South <strong>Louisiana</strong> up and <strong>floods</strong>. We <strong>need</strong> to work on the drains and our levees. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Tony_RichBxtch/status/1148985774920126464"" dir=""ltr"" href=""https://t.co/vsi8G3JKVN"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Tony_RichBxtch/status/1148985774920126464""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Tony_RichBxtch</span><span class=""invisible"">/status/1148985774920126464</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/Tony_RichBxtch/status/1148985774920126464'],[],FALSE,[],,5,1,0,FALSE,FALSE,,[],floods
JohnTitor33621,John Titor,8.13E+17,1.15E+18,/JohnTitor33621/status/1149162211144847361,7/11/19 3:43,1562816596,"We need to build some #arks with apartments for the people in #Louisiana, #Mississippi, & #Texas because of the 1000 year #flood will happen before july 29 2019. #flooding #HurricaneBarry",1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We <strong>need</strong> to build some <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/arks?src=hash""><s>#</s><b>arks</b></a> with apartments for the people in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Louisiana?src=hash""><s>#</s><b><strong>Louisiana</strong></b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Mississippi?src=hash""><s>#</s><b>Mississippi</b></a>, &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Texas?src=hash""><s>#</s><b>Texas</b></a> because of the 1000 year <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/flood?src=hash""><s>#</s><b><strong>flood</strong></b></a> will happen before july 29 2019. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/flooding?src=hash""><s>#</s><b>flooding</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HurricaneBarry?src=hash""><s>#</s><b>HurricaneBarry</b></a></p>",[],"['arks', 'Louisiana', 'Mississippi', 'Texas', 'flood', 'flooding', 'HurricaneBarry']",FALSE,[],,11,4,2,TRUE,FALSE,,[],floods
fiveheadjohnson,that wasn't a good idea,8.58E+17,1.15E+18,/fiveheadjohnson/status/1149032924685230080,7/10/19 19:09,1562785771,"After reading about the flood warnings for Louisiana, I told my mom to invest in some sand bags cuz we're at risk of flooding. She said that because my grandad hasn't flooded yet there was no need to get them ",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">After reading about the <strong>flood</strong> warnings for <strong>Louisiana</strong>, I told my mom to invest in some sand bags cuz we're at risk of flooding. She said that because my grandad hasn't flooded yet there was no <strong>need</strong> to get them <img alt=""😒"" aria-label=""Emoji: Unamused face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f612.png"" title=""Unamused face""/><img alt=""😒"" aria-label=""Emoji: Unamused face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f612.png"" title=""Unamused face""/></p>",[],[],FALSE,[],,0,0,0,FALSE,FALSE,,[],floods
skooks,skooks,14114254,1.15E+18,/skooks/status/1149029492121321472,7/10/19 18:55,1562784953,"That's the SELA work on Jefferson, Napoleon, and Louisiana. It is a direct response to the 1995 flood believe it or not. Only 20 years down the road we're starting to understand we need to do water management differently.",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">That's the SELA work on Jefferson, Napoleon, and <strong>Louisiana</strong>. It is a direct response to the 1995 <strong>flood</strong> believe it or not. Only 20 years down the road we're starting to understand we <strong>need</strong> to do water management differently.</p>",[],[],FALSE,[],,4,0,1,TRUE,TRUE,1.15E+18,"[{'screen_name': 'neutralground01', 'user_id': '1146934200823627787'}, {'screen_name': 'bpwarsh', 'user_id': '847528796026753024'}]",floods
sarahstyles,sarah tullier,6446782,1.15E+18,/sarahstyles/status/1149019967439941633,7/10/19 18:18,1562782682,"On our way to Louisiana for a week.  Pray it doesn’t flood or do any serious damage.... there’s a serious storm, hurricane of some sort coming.  We don’t need this. 

Also going do some work on my house.  

2019... https://www.facebook.com/607430441/posts/10162129883170442/ …",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">On our way to <strong>Louisiana</strong> for a week.  Pray it doesn’t <strong>flood</strong> or do any serious damage.... there’s a serious storm, hurricane of some sort coming.  We don’t <strong>need</strong> this. 

Also going do some work on my house.  

2019... <a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/607430441/posts/10162129883170442/"" dir=""ltr"" href=""https://t.co/Ejnig3BLbM"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/607430441/posts/10162129883170442/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/607430441/post</span><span class=""invisible"">s/10162129883170442/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.facebook.com/607430441/posts/10162129883170442/'],[],FALSE,[],,0,0,0,FALSE,FALSE,,[],floods
amalastinybitch,Doja Cat’s Wife💋,1.08E+18,1.15E+18,/amalastinybitch/status/1149019200347918337,7/10/19 18:14,1562782499,#katrina trending because people really think that small flood is anything compared to dat bitch-yall need to do y’all research on Louisiana we goodkdkdk,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/katrina?src=hash""><s>#</s><b>katrina</b></a> trending because people really think that small <strong>flood</strong> is anything compared to dat bitch-yall <strong>need</strong> to do y’all research on <strong>Louisiana</strong> we goodkdkdk</p>",[],['katrina'],FALSE,[],,1,0,0,FALSE,FALSE,,[],floods
diamondryan,diamondryan,17446167,1.15E+18,/diamondryan/status/1148989230959472640,7/10/19 16:15,1562775354,"Why They Feel The Need To Lie???
#femamoney

The May 1995 Louisiana flood, also known as the May 1995 Southeast Louisiana and... https://www.wwltv.com/article/news/swb-no-drainage-system-in-the-nation-could-handle-this-mornings-rain/289-6f3b020b-c2d4-4537-ac66-b57f3531a4ca …",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Why They Feel The <strong>Need</strong> To Lie???
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/femamoney?src=hash""><s>#</s><b>femamoney</b></a>

The May 1995 <strong>Louisiana</strong> <strong>flood</strong>, also known as the May 1995 Southeast <strong>Louisiana</strong> and... <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.wwltv.com/article/news/swb-no-drainage-system-in-the-nation-could-handle-this-mornings-rain/289-6f3b020b-c2d4-4537-ac66-b57f3531a4ca"" dir=""ltr"" href=""https://t.co/ZqqiKmMTE8"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.wwltv.com/article/news/swb-no-drainage-system-in-the-nation-could-handle-this-mornings-rain/289-6f3b020b-c2d4-4537-ac66-b57f3531a4ca""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">wwltv.com/article/news/s</span><span class=""invisible"">wb-no-drainage-system-in-the-nation-could-handle-this-mornings-rain/289-6f3b020b-c2d4-4537-ac66-b57f3531a4ca</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.wwltv.com/article/news/swb-no-drainage-system-in-the-nation-could-handle-this-mornings-rain/289-6f3b020b-c2d4-4537-ac66-b57f3531a4ca'],['femamoney'],FALSE,[],,0,0,0,FALSE,FALSE,,[],floods
socoolbrooo,you.,2974076776,1.15E+18,/socoolbrooo/status/1148977966950621184,7/10/19 15:31,1562772668,this rain better gtf because the last thing louisiana need is another flood ,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">this rain better gtf because the last thing <strong>louisiana</strong> <strong>need</strong> is another <strong>flood</strong> <img alt=""😩"" aria-label=""Emoji: Weary face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f629.png"" title=""Weary face""/></p>",[],[],FALSE,[],,0,0,0,FALSE,FALSE,,[],floods
KodyChamberlain,Kody Chamberlain,14884097,1.15E+18,/KodyChamberlain/status/1148975401361911813,7/10/19 15:20,1562772057,"Louisiana/Texas, lots of rain incoming, might on par with the August 2016 floods. Take standard precautions and keep your family save. Emergency workers get overloaded quickly, so let's help keep their efforts focused on those that actually need it. Handle your business. https://twitter.com/GMA_Weather/status/1148973674592112645 …",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><strong>Louisiana</strong>/Texas, lots of rain incoming, might on par with the August 2016 <strong>floods</strong>. Take standard precautions and keep your family save. Emergency workers get overloaded quickly, so let's help keep their efforts focused on those that actually <strong>need</strong> it. Handle your business. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/GMA_Weather/status/1148973674592112645"" dir=""ltr"" href=""https://t.co/tROENzEIv4"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/GMA_Weather/status/1148973674592112645""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/GMA_Weather/st</span><span class=""invisible"">atus/1148973674592112645</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/GMA_Weather/status/1148973674592112645'],[],FALSE,[],,4,1,2,TRUE,FALSE,,[],floods
GAResistance93,David M.,8.26E+17,1.15E+18,/GAResistance93/status/1148967254442336257,7/10/19 14:48,1562770114,Folks in Louisiana need to prepare for life threatening flooding from what will become #Barry. 20-30 inches of rain will be possible in places with the Mississippi River already in major flood stage in places. #lawxhttps://twitter.com/RyanMaue/status/1148965949468479489 …,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Folks in <strong>Louisiana</strong> <strong>need</strong> to prepare for life threatening flooding from what will become <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Barry?src=hash""><s>#</s><b>Barry</b></a>. 20-30 inches of rain will be possible in places with the Mississippi River already in major <strong>flood</strong> stage in places. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lawx?src=hash""><s>#</s><b>lawx</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/RyanMaue/status/1148965949468479489"" dir=""ltr"" href=""https://t.co/K8KIGazD6D"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/RyanMaue/status/1148965949468479489""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/RyanMaue/statu</span><span class=""invisible"">s/1148965949468479489</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/RyanMaue/status/1148965949468479489'],"['Barry', 'lawxhttps']",FALSE,[],,1,0,0,FALSE,FALSE,,[],floods
bpenn109,Brian,392438511,1.15E+18,/bpenn109/status/1148296442525749250,7/8/19 18:23,1562610180,"Babe, this amounts to expanding cities that need to engineer better drainage systems.  Just bc it rains alot at once doesn’t mean we headed for doom.  I know...I live in S Louisiana and its growing and floods are an issue.  Drainage is the answer.  Rainfall amts are normal.",0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Babe, this amounts to expanding cities that <strong>need</strong> to engineer better drainage systems.  Just bc it rains alot at once doesn’t mean we headed for doom.  I know...I live in S <strong>Louisiana</strong> and its growing and <strong>floods</strong> are an issue.  Drainage is the answer.  Rainfall amts are normal.</p>",[],[],FALSE,[],,1,0,0,FALSE,TRUE,1.15E+18,"[{'screen_name': 'AOC', 'user_id': '138203134'}]",floods
