,text,requesting_help,disaster
1087,rt people need to know,0,fire
1088,proud to introduce the newest member of the gore family we were evacuated to the same shelter area as this puppy we loved him then and got to bring him home last night we named him after the terrible to show that good can come out of bad,0,fire
1089,san francisco magazine hosted best of wine country awards last night at the pearl in san francisco with ticket proceeds to victims it was a fabulous event and so nice to see friends from all over the,0,fire
1090,rt can grant relief to a disaster area following a presidential declaration of disaster this rundown may help,0,fire
1091,it was fate sent from il replaced lost toy in,0,fire
1092,no one is immune to jeanne sternbergh disaster action team member lost her home in healdsburg to the her advice on preparing for next time,0,fire
1093,pg e is offering  billion to california wildfire victims,0,fire
1094,square miles burned people for comparison the recent californian was square miles,0,fire
1095,cleanup burden shifting to homeowners because not enough property burned interesting that no mention of pg e fiscal responsibility appeared in this article,0,fire
1096,hazardous waste cleanup begins this week for victims in sonoma county and the county is picking up the  tab for the first phase but the second more expensive phase falls on homeowners,0,fire
1097,first responders heroes thank you from the bottom of our hearts to all the firefighters law enforcement first responders and volunteers for saving our towns and our homes,0,fire
1098,so our research tech ryan is super quick on the mapmaking and he made us this awesome map of the burn perimeter can you say,0,fire
1099,if you want more of my footage from the take a look below,0,fire
1100,the fire was declared extinguished wednesday november th burning through  acres damaging structures destroying structures injuring four,0,fire
1101,here is some good news our neighbors have a pop up tasting room as they recover from the cant wait to go yay,0,fire
1102,with winter here side eyes i know theres probably some feral cats so heres the graphic on how to create shelters for them reminder styrofoam straw you know me  grin,0,fire
1103,local breweries wineries restaurants and stores raise funds for survivors first responders thank you for including us in a great list of local fundraising initiatives,0,fire
1104,and are still beautiful after the let s go visit and support local businesses and enjoy the and fine there,0,fire
1105,clean up crews are starting to scoop up hazardous household waste in and around properties impacted by our is in the fire zone today and i will talk to him about the work ahead at pm,0,fire
1106,nachos a doorstop readers share the strangest things they grabbed during the evacuations,0,fire
1107,great to see the communities come together after the,0,fire
1108,helping the folks in ca recover from,0,fire
1109,another resource for agricultural losses is contact them as well as nrcs take photos keep receipts and keep a diary of losses and repairs,0,fire
1110,a tree off highway in smoldered and the breeze blowing embers around,0,fire
1111,thanks for sharing your no the didn t level sonoma county so go visit via,0,fire
1112,double what it was during,0,fire
1113,support order some awesome wine today at because of their trust in fusion s based backup soda rock is able to continue to operate off site despite the loss of their physical facility in the,0,fire
1114,did you receive november s paws press enewsletter in this month s issue we introduced lottie a special puppy arf rescued from the if you d like to join our mailing list sign up at the link below,0,fire
1115,hwy still partially closed in the area,0,fire
1116,not sure how things work there but in us a sofe dec means special funding kicks in so it is a good thing having just gone thru here my heart goes out to nsw ive been there lovely place hope they contain it soon,0,fire
1117,sonoma county ca treated equally badly in  california afraid of denial did not request individual assistance for winter flooding is not requesting a declaration for the kincade fire fmag covers fire suppression only,0,fire
1118,yes we weathered a big fire last month but sonoma county is more beautiful than ever in my latest for i give a rundown on the real effects of the and provide tips for how to help the region recover,0,fire
1119,jeff thomsen had returned to find his home destroyed by the but heroic efforts from members of the ophir hill fire department blunted the sting of tragedy,0,fire
1120,a view of the soda rock winery destroyed in sonoma county s that started on oct  photo taken nov  thomson reuters foundation ellen wulfhorst,0,fire
1121,live video is live at a m talking about cleanup,0,fire
1122,research suggests that climate change is driving ca s wildfires however for the climate change was probably secondary as a cause,0,fire
1123,rebirth angst and the new normal of california wildfires,0,fire
1124,sure the was scary and serious but reports of sonoma countys demise have been greatly exaggerated my latest for,0,fire
1125,because the damage wasnt severe enough the cost of debris removal is falling on sonoma county and affected land owners,0,fire
1126,one of the best stories i have read about the to date i linked to it in this story for,0,fire
1127,icymi my attempt to capture the pivotal fight to defend windsor and prevent the from running through west,0,fire
1128,cleanup begins tuesday with hazmat removal first then debris ash and soil no oversight unlike  because this fire was not damaging enough to qualify as state or federal disaster,0,fire
1129,you can make a difference in sonoma county,0,fire
1130,listening to the fighfighters on scanners fighting to save sydney scary how much it sounds like  when will we take seriously we are just racking up the death and destruction by ignoring it,0,fire
1131,thinking about the recent and i m so thankful for the first responders but even more thankful to god for protection,0,fire
1132,just putting this back out there,0,fire
1133,our oregon firefighters that deployed to california to assist in response efforts with the and are returning home proud and grateful for their service and i hope they all have happy reunions with their families and loved ones,0,fire
1134,thank you for coming to sonoma county and volunteering during,0,fire
1135,behold the work of crew came out on their last day of class to help out with the post fire fight clean up and ecological restoration to you all,0,fire
1136,last day to donate to the eastern ways martial arts,0,fire
1137,you have to be a rock you have to reassure people that its going to be ok when electricity internet and cell service were down people relied on local radio for information and comfort during the more from,0,fire
1138,when fires did ignite many communities in harm s way likely benefited from having more defensible space thanks to greater emphasis on fuel reduction projects aimed at removing excess vegetation that might otherwise burn contained,0,fire
1139,donate to community fund here,0,fire
1140,thoughts san francisco wine country wildfire,0,fire
1141,i neglected to mark myself safe during the kincade fire sorry,0,fire
1142,some amazing science performed on the frontlines of the,0,fire
1143,the in sonoma county prompted large scale evacuations on oct and forced thousands of residents to flee their homes but it wasn t just humans that were displaced by the fire pets and animals living at shelters also had to evacuate,0,fire
1144,rt winespectator icymi our latest on the,0,fire
1145,icymi our latest on the,0,fire
1146,contained zero loss of life thanks firefighters first responders,0,fire
1147,lot s of local support to get folks out in to the community to help support these businesses,0,fire
1148,disparate treatment no major disaster declaration for california not big bad enough mississippi dr included individual assistance for survivors no ia for sonoma on winter storms no major declaration for kincade fire,0,fire
1149,just a reminder that our local businesses especially in the food space can use our support now,0,fire
1150,as we mark the anniversary of remember that it can be a difficult reflection for many with response its mass evacuations the past weeks this possibility is even more likely if you need to talk call disaster distress helpline at,0,fire
1151,one of our visiting scholars cory is monitoring several black oaks throughout on a project w our native advisory council black oak trees are a culturally significant resource hes on the team to monitor how theyve fared,0,fire
1152,by all accounts preparedness plans worked calfire declared the extinguished on november  after it scorched  acres there was no loss of life electeds help lead the charge in preparedness,0,fire
1153,sonomas wine country struggles with a new label fire country via,0,fire
1154,wineries are back to business following the kincade fire and encouraging visitors to and via,0,fire
1155,paradise community gathers on anniversary of camp fire,0,fire
1156,redwood pal golden bears football team is from santa rosa ca kids raising to compete in a tournament in az this is the nd time n yrs that our fundraising efforts have been impacted by the wildfires their story,0,fire
1157,over  people came to dinner in paradise tonight on anniversary thank you to everyone who helped make it happen to our amazing wck volunteers many who were just serving at we are proud to continue standing with the paradise community,0,fire
1158,san jose s plan to turn pg e into co op gains widespread backing,0,fire
1159,of apparel proceeds will be donated to those affected by the wildfires,0,fire
1160,we love our town city of celebrates welcome home party following evacuations reports,0,fire
1161,rt at one north bay restaurant the owner learned a very expensive lesson during the don t trust pg e especially during fire season,0,fire
1162,over  people came to our dinner in paradise tonight on the anniversary thank you to everyone who helped make it happen to our amazing wck volunteers many who were just serving at the we are proud to continue standing with the paradise community,0,fire
1163,ff working the recent,0,fire
1164,the health impact of wildfires,0,fire
1165,fire of light after the,0,fire
1166,at one north bay restaurant the owner learned a very expensive lesson during the he says he wont keep as much inventory on hand especially during fire season,0,fire
1167,welcome home healdsburg a night of joy celebration and gratitude in the plaza tonight a community wide thank you to every first responder city staff member and dozens of volunteers who stepped to help their neighbors during the town s time of need,0,fire
1168,use o armor to save your oxygen from the tyranny of pg e,0,fire
1169,san francisco san francisco day around the  text squad to  text squad to,0,fire
1170,three of the four firefighter injuries from the are under investigation by cal osha talked to the oregon man who suffered the most severe injury and remains hospitalized,0,fire
1171,trick or treat healdsburg style community coming together to celebrate first responders and give kids a chance to trick or treat after having been evacuated due to the,0,fire
1172,thoughts san francisco low amount of burned homes,0,fire
1173,in it was such a lifeline we were in an evacuation warning from the first day on when your power s out internet s off and there s no cell service radio still works heres how it helped during the,0,fire
1174,explore the space podcast episode is up vicki white is chief nursing officer at santa rosa memorial hospital we focus on leading a hospital that did not evacuate during she s superb her insights are invaluable,0,fire
1175,this article from on the lived experience of the impact of is excellent,0,fire
1176,three sonoma state university students were arrested on suspicion of burglarizing dorms during the and pg e they are not the only ones suspected of exploiting communities affected by the fire and outages story by,0,fire
1177,you guys should do a story on the inaccurate and or lack of reporting on air quality by it is a hazard to the health of children when schools rely on their accurate report,0,fire
1178,after the struck in a weather advisory was issued on  threatening displaced survivors and those w o power our team immediately distributed  blankets to protect families from the cold weather learn more at,0,fire
1179,healdsburg is holding a welcome home event for residents after the forced them to leave their town maggie medeiros her husband hank skewis and their friend linda cott came to thank first responders they put their lives on the line everyday for us medeiros at healdsburg plaza,0,fire
1180,winemaker patrick melley has our november update which is now up on,0,fire
1181,is contained,0,fire
1182,nasa satellite image shows damage from space,0,fire
1183,a large burn scar can be seen from space where the has burned through sonoma county,0,fire
1184,today state superintendent of public instruction expressed his appreciation and support to sonoma county superintendents today for their responses to the recent public safety power shutoffs and the while paying a visit to scoe,0,fire
1185,some can argue that small biz need every penny to survive but a corp like has plenty in profits should not have put their employees at risk during the  learn more about their,0,fire
1186,last week closed because of in that time at least dorm rooms were burglarized this was a very disappointing and frustrating situation given that it occurred in the midst of a regional crisis my latest for,0,fire
1187,sonoma state university students arrested on suspicion of burglarizing at least dozen dorm rooms while campus was evacuated,0,fire
1188,it was ok here we go again and i really just right away go to when electricity internet and cell service are down people relied on local radio for information during the more from,0,fire
1189,wineshipping offering assistance to victims,0,fire
1190,how to support businesses,0,fire
1191,knows what its like to lose a building or two to wildfires so it recently provided free pizza to firefighters and victims of the,0,fire
1192,local businesses in sonoma county are opening their doors again after the and they need your support from shopping to eating to volunteering shares a few ways you can help,0,fire
1193,three sonoma state university students were arrested on suspicion of ransacking empty dorms during the,0,fire
1194,thoughts san francisco sonoma state students,0,fire
1195,mediocre smoke conditions continue throughout the bay area about as bad as during s better days it hit several times in sf in last hours dwindling again zero media or agency coverage of continuing low quality,0,fire
1196,one of two northern california power agency geothermal plants has resumed normal plant operations after an interruption in the facilities operations due to the,0,fire
1197,it took months of pushing but kqed came thru on nov two days b anniversary with story on importance of am radio in fast reliable radio is essential for alerts ty kqed are you listening,0,fire
1198,contained thank you firefighters god bless you all,0,fire
1199,no federal money to help landowners and the county of sonoma clean up after the thanks mr president,0,fire
1200,while lives were lost in last year s fire we will never forget it s important to understand acknowledge that worked tirelessly to put out the now contained as of days ago and no lives were lost,0,fire
1201,state superintendent is meeting with top school officials this morning to debrief on the and a month of psps impacts story coming on the challenges educators are facing right now,0,fire
1202,were here  at,0,fire
1203,analyst eric hoffmann quoted in on the financial and credit impact of the on municipal governments across,0,fire
1204,its not my fucking fault has destroyed the air i have to try and breath maybe take it up with them and and,0,fire
1205,but again you have let down the people of sonoma county by not obtaining individual assistance for winter storm flooding and fires survivors,0,fire
1206,fema rt hhsregion between the anniversary of this years feelings may be intense if you need to talk distressline is here call text talkwithus to  web,0,fire
1207,we are all in this together check out this list of nearly more agencies from around our country that answered the call and fought the we cannot thank you enough for helping keep our communities safe,0,fire
1208,bushfires are raging through southeastern and have possibly killed hundreds of koalas at one nature reserve this comes as firefighters finally contain s and as friday marks the first anniversary of the,0,fire
1209,mcn is dedicated to serving the needs of clinicians including those who serve patients in the midst of disasters like the california fires five on friday this week has articles on those recovering from the as well as those impacted by the and,0,fire
1210,some incredible photos of the by pulitzer prize winning photographer kent porter,0,fire
1211,shared by matt gustafson a big thank you from windsor ca for those who fought against the kincade fire in sonoma county thanks matt,0,fire
1212,santa rosa nursing students were unsung heroes in fire shelters,0,fire
1213,between the anniversary of this years feelings may be intense if you need to talk is here call text talkwithus to  web,0,fire
1214,satellite captures awful scar left by california s historic,0,fire
1215,heres a nice article about the resilience of sonoma county ca residents,0,fire
1216,the red cross will continue offering support to community members who have damaged or destroyed homes when friday and saturday  monday  through friday  time  a m  p m where  aero dr santa rosa ca,0,fire
1217,recent wildfires in california s wine country are among the largest and most destructive in state history october s massive is the latest in a wave of fires that are dramatically reshaping life in the region,0,fire
1218,good foggy morning from west coast grateful conquered by brave incredibly hard working first responders pg e workers complain to executives workers are doing an almost impossible task what s coming today,0,fire
1219,the latest eat drink and be you daily thanks to,0,fire
1220,the burned close to square miles and endangered close to  structures it is tragic that buildings peoples homes and workplaces were destroyed but it is a hard earned miracle that there was not a single fatality thank you,0,fire
1221,my honest quote about the via,0,fire
1222,the latest firefighters hurt battling california blaze,0,fire
1223,warming temperatures play an important role in california s uptick in wildfires however fire scientists say that strong winds not forest fuels drove the s growth,0,fire
1224,big big thank you to the firefighters rescuers medical professionals and every single person who helped,0,fire
1225,closing in on going video shows water diverted over pacific,0,fire
1226,the red cross will continue offering support to community members who have damaged or destroyed homes by when friday and saturday  monday  through friday  time  a m  p m where  aero dr santa rosa ca,0,fire
1227,metallica donates  to california wildfire relief variety,0,fire
1228,sonomas wineries and restaurants reopen their doors to returning visitors and the vintage has survived the,0,fire
1229,s biggest most ruinous wildfire this year which scorched sq miles of sonoma county wine country consumed scores of homes has been declared extinguished two weeks after erupting,0,fire
1230,we re so happy to report that the is contained,0,fire
1231,pg e expects more than billion in wildfire costs this year,0,fire
1232,my latest article on the,0,fire
1233,the update on the,0,fire
1234,thank you chpexplorerpost for your help during the officers worked long shifts and you were there to help in any way you could including those dirty jobs of taking out the trash and washing and,0,fire
1235,photo through the windshield on south of soda rock winery with like comment share follow me at ig davemillsphoto fb davemillsphoto twitter davemillsphoto,0,fire
1236,the is contained at  acres in county here are your local firefighters who have returned safe and sound from the welcome back thank you to all of the firefighters who are working to keep california communities safe,0,fire
1237,my family s homes were spared kincade fire in sonoma county fully contained,0,fire
1238,beloved geyserville mail carrier loses her house in kincade fire awe,0,fire
1239,chilly tonight in and neighbors have a fire going seems unreal after,0,fire
1240,windsor firefighters saving homes at the recent,0,fire
1241,the foley family foley family wines the vegas golden knights and city national bank are donating over  to aid in the fire recovery and support efforts following the,0,fire
1242,bad news im having somewhat of a bipolar relapse because of the and having to be evacuated and all that stuff im home now but all the adrenaline has left my body and ive crashed im crying more often and having more depressive swings,0,fire
1243,is it customary to be ghosted by your adjuster when trying to figure out next steps on a claim ive reached out twice this week and crickets,0,fire
1244,our teams first week back on the preserve has had its ups and downs all in all were glad to be together as we take stock of the work ahead,0,fire
1245,um it burns underbrush have you ever heard of a controlled back burn it saved my house during the by the way every firefighter or police officer i ve ever talked with support and so do i you re welcome,0,fire
1246,now full contained,0,fire
1247,all of the updates you need in local state news the pg e news people leaving the a mini horse on s on news around will die faster news about the planet,0,fire
1248,i mean this is a stab in the dark pun but maybe the decrease has to do with my power being off of the month oh,0,fire
1249,beautiful sunset here in santa rosa a few days after thank you mother nature,0,fire
1250,what a beautiful sunset to help celebrate that the is contained napa valley,0,fire
1251,dyk the president must declare a federal disaster before can authorize tax relief if that happens here s a rundown of what comes next,0,fire
1252,brett kerr spokesperson of has stated that the operations of the geysers power plant has been suspended but will resume very soon full story here,0,fire
1253,heres why the county and landowners will be forced to pay for the cleanup,0,fire
1254,our volunteers had a wonderful time helping out at the local assistance center in healdsburg yesterday,0,fire
1255,these are amazing photos of the most homeless people dont choose to be homeless,0,fire
1256,as of today california has experienced fewer fire incidents acres burned and structures destroyed in than any other year since  research suggests climate change is driving ca s wildfires but not the,0,fire
1257,the didn t respond to a request for comment re whether its considering requiring backup power for cell towers ahead of future disasters like the because isnt that what regulators are supposed to do via,0,fire
1258,so delivery person just told me that since their truck was in the evacuation zone they still have pallets of packages because the trucks are too full catching up,0,fire
1259,a lack of work in the aftermath of the has left thousands of laborers in a difficult spot many had to use their earnings to get through an evacuation that lasted several days important read from,0,fire
1260,say hello to sadie kincade shes a basset house puppy born just one day before the fire for which ellen johnson named her,0,fire
1261,ellen johnson owns alexander valley wines and lost  worth of ready to pick cab franc grapes but shes staying positive with a little help from this little survivor a puppy born the day before the erupted,0,fire
1262,is conducting damage assessments on buildings damaged by the rapid evaluation safety assessment resa allows people to inhabit safe structures and ensures they dont enter unsafe ones more about color coded damage levels,0,fire
1263,glad to share news that our hospital is now reopened and serving patients and their families thank you to the staff and clinicians throughout our network for your continued dedication and care in serving the community during the,0,fire
1264,many thanks to the entire santa rosa community first responders our patients employees and clinicians for your dedication teamwork and care for each other during the i m so glad to see the hospital reopen and serving patients and community again,0,fire
1265,days and still going  contained and expected to be fully under control by thursday,0,fire
1266,sadie kincade a basset hound puppy born just one day before the fire for which ellen johnson named her shes the smallest evacuee and survivor said ellen who lost  worth of ready to pick cab franc grapes on her alexander valley vineyard,0,fire
1267,tell us how have you helped others during the,0,fire
1268,todays wine news and reviews  featuring,0,fire
1270,warns warns the plagues of god s judgment are on america there is unusual drought and fire in the west and unusual water in the east the white man is worried about terrorists but no one,0,fire
1272,trying to get back to life since the and,0,fire
1273,how responded to the by making sure its people were safe assuring them theyd be paid then giving thousands of meals to the displaced and first responders because thats what caring family owned businesses do,0,fire
1274,everyone out even the goose to support farmers who donated so much bounty to the food kitchens for,0,fire
1275,brush continues to serve the communities that were affected by the keep up the good work and stay safe,0,fire
1276,these photos really give you a sense of the scale of sonoma countys largest fire the,0,fire
1277,california has led the world in climate and environment policy trump appointees are now trying to erase that progress and shred its reputation,0,fire
1278,this is a true example of making the best of what youve got this beautiful couple planned a destination wedding in california wine country made the most of their trip despite the fires,0,fire
1279,the current wait time at the local assistance center is several hours at this time unless you lost your residence during the please wait to come until tomorrow if you lost your home and you re in line at the lac let staff from the red cross know,0,fire
1280,the spirit of the alexander valley this from mark mazzoni winemaker and co owner along with his sister lisa of zialena winery in geyserville on surviving the via,0,fire
1281,yes there are rakes in the forest seen during the on ida clayton road in,0,fire
1282,unofficial automated update at geyserville ca do not use for safety purposes see officials instead may be incorrect disclaimers in images,0,fire
1283,wildfire bag and tips please share,0,fire
1284,the is is much further away and smaller than mostly contained but is hitting the bay area today like one of the milder days of kincade unhealthy for sensitive groups is orange,0,fire
1285,new fire in tehama county near redding further north than air levels in east bay are ranging s s monitoring  moderate  unhealthy for sensitive groups  unhealthy,0,fire
1286,visit california says the states tourism industry remains largely unscathed from the recent wildfires latest here,0,fire
1287,thank you to for the invite today to share about how the most vulnerable communities ill disabled elderly low income residents and small businesses were hit by the and in the bay area,0,fire
1288,if you or a loved one has been impacted by is available to talk by phone text or web call text talkwithus to  web,0,fire
1289,updated hwy closure due to,0,fire
1290,icymi map of kincade fires progression,0,fire
1291,reminder local assistance center open today in healdsburg to assist affected residents in if you have been affected come talk to our experts james sky at the healdsburg community center healdsburg avenue,0,fire
1292,after missing a week of work due to fire caused by pge customers are now expected to wait around at home for pge to restore their gas service,0,fire
1293,satellite captures awful scar left by california s historic kincade fire,0,fire
1294,out of approximately  customers  customers remain without residential gas  of all customers have received a first knock on their door pg e will continue to have a major presence in windsor and healdsburg until all customers are restored,0,fire
1297,feeling grateful on my th birthday to the firefighters who fought the massive with such focus and bravery i have a home electricity central heat and hot cold running water grateful to notice these i usually take for granted,0,fire
1298,s is into its th day and mercifully the blaze is now mostly contained the scope of the damage however has been extensive as this disturbing new satellite image reveals,0,fire
1299,latest blog post safe home warm and grateful  or for entire blog,0,fire
1300,my latest dispatch from the,0,fire
1301,lets come together as a community eat drink and shop to help our neighboring towns recover from the,0,fire
1302,welcome home these seaside fire rescue firefighters are back home they spent more than a week on the fire lines of the in share your thanks with them for their hard work,0,fire
1303,officials are projecting to fully contain the by thursday latest this morning was with homes still being threatened via,0,fire
1304,the federal judge overseeing criminal probation for federal pipeline safety violations is asking the utility what role its equipment may have played in sparking the more from,0,fire
1305,how to help california wildfire victims things you can do as kincade tick getty easy fires burn,0,fire
1306,deadline to file for kincade fire damages is november,0,fire
1307,gcirs main office is back to full operation thank you to all our members and partners for your concern and support it means everything to us undocufund is still raising funds to provide direct relief to those impacted by the more info,0,fire
1308,crews continue to make progress on the kincade fire now percent contained at this rate they are on track to have the blaze fully contained by thursday all evacuations were lifted sunday,0,fire
1309,how to help california wildfire victims things you can do as kincade tick getty fires burn,0,fire
1310,sonoma county firefighters in the interesting position of pitching a half cent sales tax increase for fire services in the wake of their battle against the countys largest fire that has almost universally been described as a resounding success,0,fire
1311,hundreds more firefighters head home as kincade fire reaches containment,0,fire
1313,icymi is filling a language gap in sonoma countys emergency response to the by covering it in mixtec triqui listen here s o to team for letting me co report this with y all,0,fire
1314,please help by providing your feedback on the evacuation and pg e power shutoff take the survey,0,fire
1315,on todays your call at am pt well discuss disaster relief the aftermath of the nearly  people in sonoma county were forced to evacuate how are the most vulnerable communities small businesses coping join us,0,fire
1316,powerful story by on evacuees returning some to lost homes on todays cover,0,fire
1317,californias incredible job fighting the and minimizing damage and loss of life suggests that pg e may in fact be able to restructure and survive in its current form with the ab wildfire insurance fund  acres burnt fatalities,0,fire
1318,an interesting article focused on the implications of the climate change on small local businesses operating in outdoor recreation economy via,0,fire
1319,cal fire ffs like comment share follow me at ig davemillsphoto fb davemillsphoto twitter davemillsphoto,0,fire
1320,join friendlyforce today,0,fire
1321,theft,0,fire
1322,contained nov expected full containment,0,fire
1323,bay area icons announced tuesday that they would be stepping up in support of fire relief through the bands the pledge includes  for relief though the sonoma county resilience fund,0,fire
1324,wed like to remind the congressman of some things the was mostly on privately land most of the large fires occurred on federal land under the stewardship of and until this year its been over days since you met with voters,0,fire
1325,am update list of the current wildfires in ca lake county acres contained sonoma county  acres contained tehama county  acres contained ventura county  acres contained,0,fire
1326,battalion chief kent hulbert returned last night from the kincade fire chief hulbert was branch echo leading a task force of out of state type  and engines,0,fire
1327,burn scar from californias seen from space by s aster,0,fire
1328,while some blazes in have been fully contained others continue to burn throughout the golden state leaving destroyed and damaged homes in their wake,0,fire
1329,thank you this is awesome,0,fire
1330,bay area legends step up in support of fire relief donating  including  specifically to the community foundation of sonoma county s sonoma county resilience fund,0,fire
1331,as we continue to follow the fires in northern california the is contained as of today follow this link for more updated information regarding the,0,fire
1332,dear fellow residents of california this is what people who believe climate change is a hoax think is happening in our state these are the same ignorant individual who support trump who in turn would like to cut federal aid for wildfire relief,0,fire
1333,scientists studying s devastating wildfires are using a powerful new radar system that could help them better understand how they spread and how firefighters should fight them,0,fire
1334,turn your compassion into action join us and be ready to help next time,0,fire
1335,slowly but steadily seeing the containment numbers rise for the also the acreage hasnt changed in days which indicates that this should be mop up duty from here on out,0,fire
1336,this is the first morning in two weeks i haven t spent in a planning tent at the cp i won t miss the fire but i will miss these amazing professionals it was government working right who knew that was a thing thank you,0,fire
1337,thank you to all the first responders firefighters cal fire officials sheriff police chp and volunteers who gave their time and effort to keep us safe i am forever grateful for you keeping us safe,0,fire
1338,now contained firefighters hope to have full containment by thursday,0,fire
1339,off john kincade road and burned mountain road northeast of geyserville in sonoma county is  acres and contained calfirelnu,0,fire
1340,rt cal fire off john kincade road and burned mountain road northeast of geyserville in sonoma county is  acres and contained calfirelnu,0,fire
1341,just in now contained,0,fire
1342,the most challenging times can bring out the best in people our caregivers have answered the call for patients during the thank you for swiftly stepping in to support them,0,fire
1343,god and his angels they re called,0,fire
1344,beer from the is returning for a fundraiser for the wildfire victims and talked about it on the air listen here,0,fire
1345,california what role has the climate crisis played,0,fire
1346,fire update acres  contained acres  contained acres  contained  acres contained,0,fire
1347,after surviving the intact and helping fellow citizens in sonoma county i am further outraged at this traitor yes traitor in the wh,0,fire
1348,owner remains hopeful after destroys his,0,fire
1349,channel using an powered to discuss the,0,fire
1350,i am not sure if or gets the resiliency prize for this couple making the best of things affects air quality have your mask know how to adjust it and wear it if you are in smoke have eye drops,0,fire
1351,your tuesday residents return to homes hit by  hosts express doubts about party house ban  tender an offer to madison bumgarner read more,0,fire
1352,for getting the message out local assistance center in the lac is open through wednesday nov from a m to p m at the healdsburg community center  healdsburg ave multiple agencies to help,0,fire
1353,local assistance center in the lac is open monday nov through wednesday nov from a m to p m at the healdsburg community center  healdsburg ave,0,fire
1354,some ways to get help in sonoma county after the kincade fire,0,fire
1355,governor threatens possible pg e takeover,0,fire
1356,see how close it came to healdsburg thankful for the first responders who got us out of town and held the line californias kincade fire burn scar seen from space,0,fire
1357,want to be ready get the red cross first aid app text getfirst to  to download  from minor cuts to stroke respond learn,0,fire
1358,a during the night in a image of the near photo paul kitagaki jr,0,fire
1359,info for the early birds may be several hours old,0,fire
1360,containment of the burning in unincorporated northeast increased on monday evening to per cent according to cal fire officials,0,fire
1361,claim deadline extended through december,0,fire
1363,rt nasajpl burn scar from californias seen from space by nasas aster  ktla november  at am,0,fire
1364,chrono tick tock of largest wildfire in history,0,fire
1365,at my baby s appointment rescheduled after me let s talk about the temp stability of her vaccines during the power outage her doctor i ve been asked a lot of questions at a month well child visit the vaccine cold chain is a first,0,fire
1366,a lot of mop up continues with the firefighters have the blaze at containment they re focused on putting out the hot spots both kaiser and sutter hospitals have now reopened after being evacuated early last week,0,fire
1367,while cutting back spending on safety pg e left m budgeted for moving power lines underground mysteriously unspent diverted more than m more into bonuses for executives and non employee directors,0,fire
1368,latest on  customers still without natural gas while full containment of blaze expected thursday,0,fire
1369,the in sonoma county is now up to containment and holding at  acres cal fire says full containment is expected by thursday  photo getty images,0,fire
1370,anyone know why pg e is spraying the high voltage power lines in the fire zone using helicopters close to the power lines,0,fire
1371,thank you for making the donation process so simple and more your customers appreciate you,0,fire
1372,off john kincade road and burned mountain road northeast of geyserville in sonoma county is  acres and contained cal fire sonoma lake napa unit,0,fire
1373,delivering in sonoma county to reduce the damage in buildings we and buildings,0,fire
1374,wildfire is like a giant slug of air pollution all at once california biologists are using wildfires to assess health risks of smoke,0,fire
1375,anxiety constant worrying trouble sleeping other distress symptoms are common experiences for those affected by wildfires the disaster distress helpline provides crisis counseling for spanish text hablanos to  or call press,0,fire
1376,containment increases to,0,fire
1377,my goodness we really are so fortunate thank you first responder for saving our town and home,0,fire
1378,pm update list of the current wildfires in ca sonoma county  acres contained tehama county  acres contained ventura county  acres contained,0,fire
1379,the federal judge who pushed pg e to shut off the power wants to know why pg e is being investigated in the he s demanding answers on the record,0,fire
1380,containment is now at,0,fire
1381,best looking map ive seen in awhile so glad that evacuees are finally home and that power is back outside the fire zone still no rain on the horizon but our amazing and other continue to move toward full containment,0,fire
1382,the the largest fire in sonoma county by acreage cut prominent path from the geysers to windsor,0,fire
1383,after days on the line oes firefighters continue working hard on the line to help out the community s of sonoma county,0,fire
1385,it was a heros greeting for the first responders in windsor ca thousands of residents showed up to thank the firefighters who battled the and saved their community from burning,0,fire
1386,anxiety ran high for the last people who were re connected to power after the pg e outages especially for those in the evacuation zones reports,0,fire
1387,we are regrouping from this event just in case you missed it,0,fire
1388,false color view of the burn scar from the as it appeared on october,0,fire
1389,the county human services dept is offering assistance to clients impacted by the including sonomaworks medi cal cal fresh and adult and child protective services more info here,0,fire
1390,we left in our pajamas and that was it bernadette laos told accuweather reporter bill wadell in an interview on her and her husbands evacuation from the read their story here,0,fire
1391,thoughts san francisco smoke damage challenges north,0,fire
1392,the federal judge overseeing pg es criminal probation stemming from the san bruno gas pipeline explosion is demanding answers question about its possible role in starting the s dug into court docs,0,fire
1394,we discovered our photographer is also a prize finalist who covers wildfires in fact he went straight from our conference to the and here are his pics of both events for comparison,0,fire
1395,burn scar from californias seen from space by nasas aster,0,fire
1396,rt wineenthusiast majority of wineries spared after massive burns over  acres hear from winemakers in sonoma county who say their doors are open,0,fire
1397,majority of wineries spared after massive burns over  acres hear from winemakers in sonoma county who say their doors are open,0,fire
1398,sutter santa rosa regional hospital is now open thank you to the emergency responders and our teams for their hard work to protect our community and patients more details in our newsroom,0,fire
1399,our local assistance center is open at the healdsburg community center,0,fire
1403,a federal judge wants to explain if its plausible that a broken jumper cable on its transmission tower sparked the here are the questions hes ordered the utility to answer by nov,0,fire
1404,be our light in the darkness o lord and in your great mercy defend us from all perils and dangers of this night for the love of your only son our savior jesus christ amen for,0,fire
1406,containment expected by thursday evac orders lifted,0,fire
1407,you blocked me at the start of the evacuation in sonoma county i use twitter for up to date news i called a b and a trd so week in twitter jail seriously wtf  great timing,0,fire
1408,once the fire is out crews still have a lot of work to do repairing fences roads stream crossings and minimizing erosion,0,fire
