,text,requesting_help,disaster
496,where s trump and his nukes when you need em,0,hurricane
497,will he return,0,hurricane
498,got them s on there i just got dem,0,hurricane
499,president s message on i ll have full updates beginning at am tomorrow when i fill in for on,0,hurricane
500,my forecast keeping an eye on which could be a major act storm before making landfall this labor day plus our holiday weekend and the hotter more humid conditions thanks for,0,hurricane
501,hurricane this week bless up,0,hurricane
502,the new power of location risk analytics analytics says hurricane dorian cone of uncertainty includes  homes at risk,0,hurricane
503,sh ts getting real so to speak,0,hurricane
504,lord i hope not we don t need another year flood down here in louisiana,0,floods
506,for a number of reasons the other types of insurance you listed do not make good parallels to health insurance and need not be administered by the govt a much better parallel is flood insurance in louisiana,0,floods
507,our cause in partnership with addresses the ongoing need to restore and rebuild areas affected by the louisiana flood and superstorm sandy give a unique gift in honor of someone and help them rebuild,0,floods
508,we used to grow it then the louisiana floods happened need to plant again,0,floods
509,in states like louisiana if youre trying to close on a home during the holidays and need flood insurance youll have to wait to close because fema isnt open during the govt shutdown thanks president trump,0,floods
510,tropical storm imelda has left immense flood waters primarily affecting the gulf coast primarily in the houston galveston area and western louisiana please share these resources with any cultural institutions that may need help recovering,0,floods
511,anything would be appreciated storm flood victims always come to mind wish i knew you when travelling philanthropy was possible didnt need money myself filled a boat with supplies towed it to louisiana did search rescue of katrina victims gave the boat to red cross,0,floods
513,louisiana flood he did fundraise but many articles of him golfing while homes destroyed i think they need an outlet regardless of optics trump gets the criticism,0,floods
515,moron i guess puerto rico needs to put stilts under their island louisiana you need to grow some legs so you arent on the water oh and hey texas you wouldnt flood if you raised your roads up off the,0,floods
517,what about the hurricanes florida louisiana need to clean up their act every year the same thing and floods and tornadoes in the midwest clean it all up bigly people,0,floods
